,State,School District,Year,Enrollment,Total Revenues,Total Expenditures,Expenditures per Pupil
13548,Washington,Moses Lake School District 161,2016,8397.0,102510000,97592000,11622.24604025247
13549,Washington,Quincy School District 144-101,2016,2923.0,36756000,33921000,11604.858022579541
13550,Washington,Soap Lake School District 156,2016,510.0,7008000,6577000,12896.078431372549
13551,Washington,Warden School District 146-161,2016,982.0,11699000,11012000,11213.849287169043
13552,Washington,Wilson Creek Joint Consolidated School District 167 202,2016,156.0,3072000,2862000,18346.153846153848
13553,Washington,Wahluke School District 73,2016,2371.0,28419000,26036000,10981.020666385491
13554,Washington,Aberdeen School District 5,2016,3288.0,45467000,42555000,12942.518248175182
13555,Washington,Cosmopolis School District 99,2016,148.0,2487000,2050000,13851.351351351352
13556,Washington,Elma School District 68,2016,1426.0,18321000,17258000,12102.384291725106
13557,Washington,Hoquiam School District 28,2016,1699.0,21851000,20422000,12020.01177163037
13558,Washington,Mccleary School District 65,2016,308.0,4452000,3600000,11688.311688311689
13559,Washington,Montesano School District 66,2016,1384.0,16823000,15378000,11111.271676300577
13560,Washington,Oakville School District 400,2016,227.0,3625000,4095000,18039.64757709251
13561,Washington,Ocosta School District 172,2016,605.0,12122000,16800000,27768.595041322315
13562,Washington,Quinalt School District 97,2016,174.0,3668000,3334000,19160.919540229886
13563,Washington,Satsop School District 104,2016,67.0,833000,693000,10343.283582089553
13564,Washington,Taholah School District 77,2016,187.0,5997000,5599000,29941.176470588234
13565,Washington,Wishkah Valley School District 117,2016,151.0,2311000,2520000,16688.741721854305
13566,Washington,North Beach School District 64,2016,674.0,9542000,8735000,12959.94065281899
13567,Washington,Coupeville School District 204,2016,949.0,14003000,12489000,13160.168598524762
13568,Washington,Oak Harbor School District 201,2016,5861.0,69514000,64841000,11063.129158846614
13569,Washington,South Whidbey School District 206,2016,1416.0,18631000,18152000,12819.209039548023
13570,Washington,Brinnon School District 46,2016,54.0,1290000,1223000,22648.14814814815
13571,Washington,Chimacum School District 49,2016,1089.0,14946000,13705000,12584.940312213039
13572,Washington,Port Townsend School District 50,2016,1178.0,16435000,16020000,13599.320882852293
13573,Washington,Queets Clearwater School District 20,2016,19.0,856000,905000,47631.57894736842
13574,Washington,Quilcene School District 48,2016,322.0,6391000,6202000,19260.869565217392
13575,Washington,Auburn School District 408,2016,15846.0,224434000,211850000,13369.304556354917
13576,Washington,Bellevue School District 405,2016,20047.0,339568000,383022000,19106.20042899187
13577,Washington,Northshore School District 417,2016,21481.0,291572000,341504000,15897.956333504027
13578,Washington,Enumclaw School District 216,2016,4078.0,54305000,58432000,14328.592447278077
13579,Washington,Federal Way School District 210,2016,23039.0,310014000,320034000,13890.967489908417
13580,Washington,Highline School District 401,2016,19545.0,279234000,262943000,13453.210539779995
13581,Washington,Issaquah School District 411,2016,19951.0,270251000,318406000,15959.40053130169
13582,Washington,Kent School District 415,2016,27738.0,355302000,347233000,12518.314225971591
13583,Washington,Lake Washington School District 414,2016,27886.0,385982000,343204000,12307.394391450907
13584,Washington,Riverview School District 407,2016,3277.0,43082000,40794000,12448.581019224901
13585,Washington,Mercer Island School District 400,2016,4450.0,66441000,115924000,26050.337078651686
13586,Washington,Renton School District 403,2016,15949.0,245764000,242433000,15200.514138817482
13587,Washington,Seattle School District 1,2016,53317.0,881789000,934358000,17524.579402442
13588,Washington,Shoreline School District 412,2016,9440.0,132816000,127520000,13508.474576271186
13589,Washington,Skykomish School District 404,2016,43.0,2048000,3752000,87255.81395348837
13590,Washington,Snoqualmie Valley School District 410,2016,6898.0,88168000,118653000,17201.072774717308
13591,Washington,Tukwila School District 406,2016,3040.0,48454000,45489000,14963.486842105263
13592,Washington,Tahoma School District 409,2016,8191.0,103085000,200241000,24446.46563301184
13593,Washington,Vashon Island School District 402,2016,1588.0,23837000,21588000,13594.458438287154
13594,Washington,Puget Sound Educational Service District,2016,0.0,103269000,89056000,inf
13595,Washington,Bainbridge Island School District 303,2016,3921.0,53294000,49451000,12611.833715888804
13596,Washington,Bremerton School District 100 C,2016,5187.0,70984000,67569000,13026.604973973395
13597,Washington,Central Kitsap School District 401,2016,11090.0,170334000,156453000,14107.574391343553
13598,Washington,North Kitsap School District 400,2016,6126.0,82614000,72534000,11840.352595494613
13599,Washington,South Kitsap School District 402,2016,9749.0,112752000,106423000,10916.29910760078
13600,Washington,Olympic Educational Service District 114,2016,0.0,17573000,18673000,inf
13601,Washington,Cleelum Roslyn School District 404,2016,902.0,12388000,12039000,13347.006651884702
13602,Washington,Damman School District 7,2016,40.0,675000,508000,12700.0
13603,Washington,Easton School District 28,2016,113.0,2862000,2470000,21858.40707964602
13604,Washington,Ellensburg School District 401,2016,3257.0,40331000,41567000,12762.357998157813
13605,Washington,Kittitas School District 403,2016,661.0,8319000,7627000,11538.57791225416
13606,Washington,Thorp School District 400,2016,121.0,2750000,2842000,23487.603305785124
13607,Washington,Bickleton School District 203,2016,86.0,3460000,1956000,22744.18604651163
13608,Washington,Centerville School District 215,2016,84.0,1437000,1265000,15059.52380952381
13609,Washington,Glenwood Consolidated School District 401,2016,66.0,2134000,1996000,30242.424242424244
13610,Washington,Goldendale School District 404,2016,944.0,12255000,12016000,12728.813559322034
13611,Washington,Klickitat School District 402,2016,76.0,3092000,2777000,36539.47368421053
13612,Washington,Lyle School District 406,2016,251.0,4381000,4095000,16314.741035856574
13613,Washington,Roosevelt School District 403,2016,27.0,463000,483000,17888.88888888889
13614,Washington,Trout Lake School District 400,2016,223.0,3199000,3149000,14121.076233183856
13615,Washington,White Salmon School District 405-17,2016,1292.0,16005000,14945000,11567.337461300309
13616,Washington,Wishram School District 94,2016,78.0,1966000,1848000,23692.30769230769
13617,Washington,Adna School District 226,2016,631.0,7207000,7592000,12031.695721077655
13618,Washington,Boistfort School District 234,2016,95.0,1515000,1317000,13863.157894736842
13619,Washington,Centralia School District 401,2016,3593.0,43956000,42091000,11714.723072641247
13620,Washington,Chehalis School District 302,2016,3026.0,37540000,37674000,12450.099140779908
13621,Washington,Evaline School District 36,2016,50.0,864000,624000,12480.0
13622,Washington,Morton School District 214,2016,319.0,4652000,4492000,14081.504702194357
13623,Washington,Mossyrock School District 206,2016,515.0,7346000,6623000,12860.194174757282
13624,Washington,Napavine School District 14,2016,797.0,9207000,8574000,10757.84190715182
13625,Washington,Onalaska School District 300,2016,760.0,9017000,8771000,11540.78947368421
13626,Washington,Pe Ell School District 301,2016,274.0,4479000,4081000,14894.160583941606
13627,Washington,Toledo School District 237,2016,758.0,8723000,8294000,10941.952506596306
13628,Washington,White Pass School District 303,2016,436.0,7509000,6768000,15522.935779816513
13629,Washington,Winlock School District 232,2016,664.0,8865000,8413000,12670.180722891566
13630,Washington,Almira School District 17,2016,109.0,2390000,2186000,20055.045871559632
13631,Washington,Creston Consolidated School District 73,2016,93.0,2487000,2434000,26172.043010752688
13632,Washington,Davenport School District 207,2016,598.0,8456000,7995000,13369.565217391304
13633,Washington,Harrington School District 204,2016,83.0,2731000,2783000,33530.12048192771
13634,Washington,Odessa School District 105-157-166J,2016,233.0,4040000,3884000,16669.527896995707
13635,Washington,Reardan-Edwall School District 9,2016,544.0,7245000,7210000,13253.676470588236
13636,Washington,Sprague Consolidated School District 8,2016,69.0,2046000,1907000,27637.681159420288
13637,Washington,Wilbur Consolidated School District 200,2016,284.0,4560000,4301000,15144.366197183099
13638,Washington,North Mason School District 403,2016,2173.0,37834000,43925000,20213.989875747815
13639,Washington,Grapeview School District 54,2016,229.0,4445000,7131000,31139.737991266375
13640,Washington,Hood Canal Consolidated School District 404,2016,312.0,6642000,5474000,17544.871794871793
13641,Washington,Mary M Knight School District 311,2016,157.0,3210000,3006000,19146.496815286624
13642,Washington,Pioneer School District 402,2016,689.0,10649000,14630000,21233.67198838897
13643,Washington,Shelton School District 309,2016,4317.0,56181000,52629000,12191.104933981931
13644,Washington,Southside School District 42,2016,190.0,2694000,2391000,12584.21052631579
13645,Washington,Brewster School District 111,2016,997.0,12540000,12264000,12300.902708124373
13646,Washington,Nespelem School District 14,2016,122.0,3477000,3557000,29155.737704918032
13647,Washington,Okanogan School District 105,2016,1113.0,13936000,12949000,11634.321653189578
13648,Washington,Omak School District 19,2016,5417.0,51934000,48947000,9035.81318072734
13649,Washington,Oroville School District 410,2016,570.0,7583000,7464000,13094.736842105263
13650,Washington,Pateros School District 122,2016,289.0,4800000,4462000,15439.446366782007
13651,Washington,Tonasket School District 404,2016,1146.0,13380000,12985000,11330.715532286213
13652,Washington,Methow Valley School District 350,2016,612.0,9216000,8598000,14049.019607843138
13653,Washington,Ocean Beach School District 101,2016,1024.0,16784000,15327000,14967.7734375
13654,Washington,Naselle Grays River Valley School District 155,2016,436.0,6150000,5714000,13105.504587155963
13655,Washington,North River School District 200,2016,61.0,1772000,1632000,26754.09836065574
13656,Washington,Raymond School District 116,2016,617.0,8807000,8153000,13213.938411669367
13657,Washington,South Bend School District 118,2016,608.0,8755000,8420000,13848.684210526315
13658,Washington,Willapa Val School District 160,2016,340.0,5441000,4846000,14252.941176470587
13659,Washington,Cusick Consolidated School District 59,2016,239.0,3780000,3565000,14916.317991631799
13660,Washington,Newport School District 56-415,2016,1085.0,14206000,13081000,12056.221198156682
13661,Washington,Selkirk School District 70,2016,258.0,5151000,4445000,17228.682170542637
13662,Washington,Bethel School District 403,2016,18941.0,246041000,223056000,11776.358164827623
13663,Washington,Carbonado School District 19,2016,179.0,2328000,2216000,12379.888268156425
13664,Washington,Clover Park School District 400,2016,12819.0,214417000,210022000,16383.649270613932
13665,Washington,Dieringer School District 343,2016,1556.0,23479000,19549000,12563.624678663238
13666,Washington,Eatonville School District 404,2016,1950.0,23916000,23906000,12259.48717948718
13667,Washington,Fife School District 417,2016,3692.0,45286000,40676000,11017.334777898159
13668,Washington,Franklin Pierce School District 402,2016,7737.0,108723000,101340000,13098.100038774719
13669,Washington,Orting School District 344,2016,2500.0,30126000,26322000,10528.8
13670,Washington,Peninsula School District 401,2016,8924.0,105211000,98951000,11088.189152846257
13671,Washington,Puyallup School District 3,2016,22097.0,282963000,251851000,11397.520025342807
13672,Washington,Steilacoom Historical School District 1,2016,3164.0,40006000,36289000,11469.342604298357
13673,Washington,Sumner School District 320,2016,9248.0,119912000,113901000,12316.284602076124
13674,Washington,Tacoma School District 10,2016,29323.0,455794000,540696000,18439.313849196875
13675,Washington,University Place Sch Dist 83,2016,5643.0,70173000,63319000,11220.80453659401
13676,Washington,White River School District 416,2016,3630.0,50346000,41025000,11301.652892561984
13677,Washington,Lopez Island School District 144,2016,242.0,5071000,7691000,31780.99173553719
13678,Washington,Orcas Island School District 137,2016,843.0,12135000,11370000,13487.544483985765
13679,Washington,San Juan Island School District 149,2016,804.0,10882000,11619000,14451.492537313432
13680,Washington,Shaw Island School District 10,2016,16.0,316000,336000,21000.0
13681,Washington,Anacortes School District 103,2016,2791.0,36762000,43877000,15720.888570404873
13682,Washington,Burlington Edison School District 100,2016,3683.0,49302000,46652000,12666.847678522943
13683,Washington,Concrete School District 11,2016,530.0,7685000,7113000,13420.754716981131
13684,Washington,Conway School District 317,2016,445.0,5882000,5566000,12507.865168539325
13685,Washington,La Conner School District 311,2016,627.0,14342000,14131000,22537.480063795854
13686,Washington,Mt Vernon School District 320,2016,6781.0,91718000,85223000,12567.910337708303
13687,Washington,Sedro Woolley School District 101,2016,4350.0,55238000,51929000,11937.701149425287
13688,Washington,Northwest Educational Service District 189,2016,0.0,20714000,23963000,inf
13689,Washington,Mill A School District 31,2016,17.0,551000,543000,31941.176470588234
13690,Washington,Mt Pleasant School District 29-93,2016,47.0,790000,746000,15872.340425531915
13691,Washington,Skamania School District 2,2016,76.0,1140000,1076000,14157.894736842105
13692,Washington,Stevenson-Carson School District 303,2016,929.0,11579000,12019000,12937.56727664155
13693,Washington,Arlington School District 16,2016,5559.0,67381000,62087000,11168.735384061882
13694,Washington,Darrington Consolidated School District 330,2016,428.0,6713000,6198000,14481.308411214954
13695,Washington,Edmonds School District 15,2016,21021.0,306524000,362160000,17228.48579991437
13696,Washington,Everett School District 2,2016,19923.0,275263000,243780000,12236.109019725945
13697,Washington,Granite Falls School District 332,2016,2061.0,27993000,26854000,13029.597282872392
13698,Washington,Index School District 63,2016,44.0,868000,838000,19045.454545454544
13699,Washington,Lake Stevens School District 4,2016,8580.0,100522000,97842000,11403.496503496504
13700,Washington,Lakewood School District 306,2016,2318.0,31178000,49980000,21561.69111302847
13701,Washington,Marysville School District 25,2016,11249.0,154819000,146878000,13056.982842919371
13702,Washington,Monroe School District 103,2016,7006.0,81719000,88840000,12680.559520411076
13703,Washington,Mukilteo School District 6,2016,15358.0,201266000,228107000,14852.650084646439
13704,Washington,Snohomish School District 201,2016,10159.0,141828000,133024000,13094.202185254455
13705,Washington,Sultan School District 311,2016,1973.0,24163000,23180000,11748.606183476939
13706,Washington,Stanwood School District 401,2016,4519.0,57184000,57827000,12796.415136092055
13707,Washington,Central Valley School District 356,2016,13333.0,170134000,202629000,15197.554938873473
13708,Washington,Cheney School District 360,2016,4554.0,57066000,52616000,11553.798858146683
13709,Washington,Deer Park School District 414,2016,2500.0,28746000,25713000,10285.2
13710,Washington,Liberty School District 362,2016,446.0,6750000,6172000,13838.565022421524
13711,Washington,Freeman School District 358,2016,900.0,11338000,10953000,12170.0
13712,Washington,Mead Consolidated School District 354,2016,9872.0,114265000,119303000,12084.987844408428
13713,Washington,Medical Lake School District 326,2016,1909.0,22281000,20967000,10983.237297014144
13714,Washington,Nine Mile Falls School District 325,2016,1449.0,17800000,16398000,11316.770186335403
13715,Washington,Orchard Prairie School District 123,2016,87.0,896000,854000,9816.091954022988
13716,Washington,Riverside School District 416,2016,1471.0,18468000,18031000,12257.647858599592
13717,Washington,Spokane School District 81,2016,30434.0,415010000,414710000,13626.536110928566
13718,Washington,West Valley School District 363,2016,3782.0,48587000,44146000,11672.659968270757
13719,Washington,Educational Service District 101,2016,0.0,18651000,18492000,inf
13720,Washington,East Valley School District 361,2016,4311.0,52347000,51564000,11961.029923451635
13721,Washington,Great Northern School District 312,2016,44.0,711000,631000,14340.90909090909
13722,Washington,Chewelah School District 36,2016,809.0,9591000,9689000,11976.514215080346
13723,Washington,Colville School District 115,2016,1814.0,20882000,20418000,11255.788313120176
13724,Washington,Columbia School District 206,2016,159.0,3123000,3065000,19276.729559748426
13725,Washington,Evergreen School District 205,2016,25.0,545000,577000,23080.0
13726,Washington,Kettle Falls School District 212,2016,912.0,10350000,9998000,10962.719298245614
13727,Washington,Loon Lake School District 183,2016,226.0,1974000,1877000,8305.309734513274
13728,Washington,Northport School District 211,2016,227.0,3572000,3228000,14220.264317180618
13729,Washington,Onion Creek School District 30,2016,40.0,925000,844000,21100.0
13730,Washington,Mary Walker School District 207,2016,484.0,11220000,10365000,21415.289256198346
13731,Washington,Summit Valley School District 202,2016,62.0,942000,965000,15564.516129032258
13732,Washington,Valley School District 70,2016,705.0,9852000,10372000,14712.056737588653
13733,Washington,Wellpinit School District 49,2016,467.0,8421000,7909000,16935.76017130621
13734,Washington,Griffin School District 324,2016,663.0,9990000,8741000,13184.012066365007
13735,Washington,North Thurston School District 3,2016,14894.0,210302000,238418000,16007.654088894857
13736,Washington,Olympia School District 111,2016,9986.0,128360000,121703000,12187.362307230122
13737,Washington,Rainier School District 307,2016,804.0,10227000,10293000,12802.23880597015
13738,Washington,Rochester School District 401,2016,2195.0,28104000,25471000,11604.100227790434
13739,Washington,Tenino School District 402,2016,1208.0,15121000,15428000,12771.523178807947
13740,Washington,Tumwater School District 33,2016,6450.0,87966000,110992000,17208.062015503878
13741,Washington,Yelm School District 2,2016,5703.0,67328000,61530000,10789.058390320884
13742,Washington,Educational Service District 113,2016,0.0,31605000,35661000,inf
13743,Washington,Wahkiakum School District 200,2016,458.0,6569000,5919000,12923.580786026201
13744,Washington,College Place School District 250,2016,1202.0,21006000,19538000,16254.575707154741
13745,Washington,Columbia School District 400,2016,844.0,11751000,10663000,12633.88625592417
13746,Washington,Dixie School District 101,2016,28.0,833000,733000,26178.571428571428
13747,Washington,Prescott School District 402 37,2016,344.0,5155000,4923000,14311.046511627907
13748,Washington,Touchet School District 300,2016,226.0,5159000,4576000,20247.78761061947
13749,Washington,Waitsburg School District 401-100,2016,286.0,4532000,4273000,14940.55944055944
13750,Washington,Walla Walla School District 140,2016,5935.0,76577000,72954000,12292.165122156697
13751,Washington,Educational Service District 123,2016,0.0,12088000,11406000,inf
13752,Washington,Bellingham School District 501,2016,11312.0,155588000,165942000,14669.554455445545
13753,Washington,Blaine School District 503,2016,2235.0,30114000,35256000,15774.496644295303
13754,Washington,Ferndale School District 502,2016,4829.0,62131000,58179000,12047.835990888383
13755,Washington,Lynden School District 504,2016,3082.0,34925000,37150000,12053.861129136923
13756,Washington,Meridian School District 505,2016,1762.0,21369000,21831000,12389.897843359819
13757,Washington,Mount Baker School District 507,2016,1933.0,25966000,25182000,13027.418520434558
13758,Washington,Nooksack Valley School District 506,2016,1620.0,21972000,26303000,16236.41975308642
13759,Washington,Colfax School District 300,2016,600.0,7946000,7219000,12031.666666666666
13760,Washington,Colton School District 306,2016,159.0,5942000,6207000,39037.735849056604
13761,Washington,Endicott School District 308,2016,102.0,2657000,2477000,24284.313725490196
13762,Washington,Garfield School District 302,2016,116.0,2682000,2678000,23086.206896551725
13763,Washington,Lacrosse School District 126,2016,70.0,2849000,2746000,39228.57142857143
13764,Washington,Lamont School District 264,2016,32.0,805000,737000,23031.25
13765,Washington,Oakesdale School District 324,2016,105.0,3020000,2781000,26485.714285714286
13766,Washington,Palouse School District 301,2016,183.0,3191000,2949000,16114.754098360656
13767,Washington,Pullman School District 267,2016,2847.0,40405000,57018000,20027.397260273974
13768,Washington,Rosalia School District 320,2016,181.0,3798000,3445000,19033.149171270717
13769,Washington,St John School District 322,2016,161.0,3462000,3147000,19546.583850931678
13770,Washington,Steptoe School District 304,2016,42.0,741000,727000,17309.52380952381
13771,Washington,Tekoa School District 265,2016,211.0,3574000,3428000,16246.445497630331
13772,Washington,Grandview School District 116-200,2016,3707.0,43103000,40499000,10925.006743997841
13773,Washington,Granger School District 204,2016,1521.0,19112000,25371000,16680.473372781064
13774,Washington,Highland School District 203,2016,1167.0,15141000,15514000,13293.916023993144
13775,Washington,Mabton School District 120,2016,958.0,11409000,10946000,11425.8872651357
13776,Washington,East Valley School District 90,2016,3137.0,38336000,37246000,11873.127191584315
13777,Washington,Naches Valley Joint School District 3,2016,1342.0,18729000,31269000,23300.298062593145
13778,Washington,Selah School District 119,2016,3618.0,43110000,44288000,12241.017136539525
13779,Washington,Sunnyside School District 201,2016,6805.0,91528000,94506000,13887.729610580456
13780,Washington,Toppenish School District 202,2016,4405.0,47186000,45143000,10248.127128263337
13781,Washington,Union Gap School District 2,2016,649.0,8641000,7318000,11275.808936825886
13782,Washington,Wapato School District 207,2016,3371.0,43368000,40240000,11937.110649658855
13783,Washington,West Valley School District 208,2016,5049.0,57387000,53922000,10679.738562091503
13784,Washington,Yakima School District 7,2016,16226.0,205641000,193195000,11906.508073462344
13785,Washington,Zillah School District 205,2016,1359.0,15049000,14382000,10582.781456953642
13786,Washington,Educational Service District 105,2016,0.0,23709000,14302000,inf
13787,Washington,Mount Adams School District 209,2016,950.0,14242000,13976000,14711.578947368422
13788,West Virginia,Barbour Co Sch Dist,2016,2392.0,24617000,24614000,10290.133779264213
13789,West Virginia,Berkeley Co Sch Dist,2016,18877.0,209021000,202088000,10705.514647454575
13790,West Virginia,Regional Education Service Agency 8,2016,0.0,12467000,13112000,inf
13791,West Virginia,Boone Co Sch Dist,2016,4331.0,51144000,56219000,12980.604941122143
13792,West Virginia,Braxton Co Sch Dist,2016,2100.0,23719000,22409000,10670.952380952382
13793,West Virginia,Brooke Co Sch Dist,2016,3106.0,41467000,43459000,13991.951062459755
13794,West Virginia,Cabell Co Sch Dist,2016,13022.0,158351000,155760000,11961.2962678544
13795,West Virginia,Regional Education Service Agency 2,2016,0.0,3324000,3075000,inf
13796,West Virginia,Calhoun Co Sch Dist,2016,1059.0,11183000,11262000,10634.56090651558
13797,West Virginia,Clay Co Sch Dist,2016,1999.0,21623000,20754000,10382.191095547774
13798,West Virginia,Doddridge Co Sch Dist,2016,1184.0,21927000,19341000,16335.304054054053
13799,West Virginia,Fayette Co Sch Dist,2016,6661.0,78111000,74765000,11224.290647049993
13800,West Virginia,Gilmer Co Sch Dist,2016,848.0,20548000,20428000,24089.622641509435
13801,West Virginia,Grant Co Sch Dist,2016,1747.0,17595000,17614000,10082.427017744705
13802,West Virginia,Greenbrier Co Sch Dist,2016,5108.0,64196000,62047000,12147.024275646045
13803,West Virginia,Hampshire Co Sch Dist,2016,3328.0,34809000,35645000,10710.63701923077
13804,West Virginia,Hancock Co Sch Dist,2016,4168.0,51473000,49331000,11835.652591170825
13805,West Virginia,Hardy Co Sch Dist,2016,2393.0,26763000,27439000,11466.36021730046
13806,West Virginia,Harrison Co School District,2016,10836.0,130297000,129847000,11982.927279438907
13807,West Virginia,Jackson Co Sch Dist,2016,4820.0,55650000,56227000,11665.352697095435
13808,West Virginia,Jefferson Co Sch Dist,2016,9138.0,105116000,106106000,11611.512365944407
13809,West Virginia,Kanawha Co School District,2016,27346.0,315267000,311244000,11381.701162875741
13810,West Virginia,Regional Education Service Agency 3,2016,0.0,8716000,8505000,inf
13811,West Virginia,Lewis Co Sch Dist,2016,2559.0,31012000,31099000,12152.794060179758
13812,West Virginia,Lincoln Co Sch Dist,2016,3627.0,42892000,43070000,11874.827681279294
13813,West Virginia,Logan Co Sch Dist,2016,6063.0,70000000,74490000,12285.997031172687
13814,West Virginia,Mc Dowell Co Sch Dist,2016,3296.0,50856000,51862000,15734.830097087379
13815,West Virginia,Marion Co Sch Dist,2016,8106.0,100837000,99462000,12270.170244263509
13816,West Virginia,Regional Education Service Agency 7,2016,0.0,8715000,8311000,inf
13817,West Virginia,Marshall Co Sch Dist,2016,4652.0,80484000,77192000,16593.2932072227
13818,West Virginia,Mason Co Sch Dist,2016,4244.0,51003000,52260000,12313.854853911404
13819,West Virginia,Mercer Co School District,2016,9366.0,106439000,112117000,11970.638479607089
13820,West Virginia,Mineral Co Schs,2016,4190.0,49872000,48570000,11591.885441527445
13821,West Virginia,Mingo Co Sch Dist,2016,4202.0,55101000,55616000,13235.602094240838
13822,West Virginia,Monongalia Co Sch Dist,2016,11414.0,148861000,146502000,12835.289994743298
13823,West Virginia,Monroe Co Sch Dist,2016,1814.0,20823000,20312000,11197.353914002206
13824,West Virginia,Morgan Co Sch Dist,2016,2404.0,27538000,27259000,11339.01830282862
13825,West Virginia,Nicholas Co Sch Dist,2016,3870.0,43174000,43272000,11181.39534883721
13826,West Virginia,Regional Education Service Agency 4,2016,0.0,3474000,3312000,inf
13827,West Virginia,Ohio County Sch Dist,2016,5379.0,77990000,70976000,13195.01766127533
13828,West Virginia,Regional Education Service Agency 6,2016,0.0,5212000,5324000,inf
13829,West Virginia,Pendleton Co Sch Dist,2016,957.0,13592000,13448000,14052.246603970741
13830,West Virginia,Pleasants Co Sch Dist,2016,1163.0,20082000,19348000,16636.28546861565
13831,West Virginia,Pocahontas Co Sch Dist,2016,1067.0,15318000,15361000,14396.438612933458
13832,West Virginia,Preston Co Sch Dist,2016,4179.0,52936000,54691000,13087.10217755444
13833,West Virginia,Putnam Co Sch Dist,2016,9761.0,116149000,110766000,11347.812724106137
13834,West Virginia,Raleigh Co Sch Dist,2016,12328.0,145402000,144115000,11690.05515898767
13835,West Virginia,Regional Education Service Agency 1,2016,0.0,6158000,6082000,inf
13836,West Virginia,Randolph Co Sch Dist,2016,4060.0,45815000,44749000,11021.921182266009
13837,West Virginia,Ritchie Co Sch Dist,2016,1488.0,17710000,17265000,11602.822580645161
13838,West Virginia,Roane Co Sch Dist,2016,2334.0,22672000,22821000,9777.63496143959
13839,West Virginia,Summers Co Sch Dist,2016,1573.0,17049000,16843000,10707.565162110617
13840,West Virginia,Taylor Co Sch Dist,2016,2450.0,27956000,25757000,10513.061224489797
13841,West Virginia,Tucker Co Sch Dist,2016,1022.0,12378000,12479000,12210.371819960861
13842,West Virginia,Tyler Co Sch Dist,2016,1303.0,18464000,17594000,13502.686108979278
13843,West Virginia,Upshur Co School District,2016,3794.0,39958000,42241000,11133.63205060622
13844,West Virginia,Wayne Co Sch Dist,2016,7315.0,85859000,93432000,12772.658920027341
13845,West Virginia,Webster Co Sch Dist,2016,1407.0,15483000,15580000,11073.205401563611
13846,West Virginia,Wetzel Co School District,2016,2695.0,44358000,41658000,15457.513914656773
13847,West Virginia,Wirt Co Sch Dist,2016,1073.0,13150000,13251000,12349.487418452936
13848,West Virginia,Wood Co Sch Dist,2016,13086.0,144426000,139660000,10672.474400122268
13849,West Virginia,Regional Education Service Agency 5,2016,0.0,5934000,5973000,inf
13850,West Virginia,Wyoming Co Sch Dist,2016,4060.0,49063000,51155000,12599.75369458128
13851,Wisconsin,Brown County Children With Disabilities Education Board,2016,0.0,6570000,6168000,inf
13852,Wisconsin,Calumet County Children With Disabilities Education Board,2016,0.0,1637000,1882000,inf
13853,Wisconsin,Walworth County Children With Disabilities Education Board,2016,0.0,11410000,10588000,inf
13854,Wisconsin,Adams-Friendship School District,2016,1568.0,24057000,25013000,15952.168367346938
13855,Wisconsin,Butternut Joint School District 1,2016,199.0,3436000,3488000,17527.638190954774
13856,Wisconsin,Mellen Joint School District 1,2016,272.0,3939000,3944000,14500.0
13857,Wisconsin,Ashland School District,2016,2127.0,27991000,27755000,13048.895157498824
13858,Wisconsin,Barron Area School District,2016,1362.0,22379000,20509000,15058.002936857562
13859,Wisconsin,Cameron Village Joint School District 1,2016,1123.0,14302000,16183000,14410.507569011575
13860,Wisconsin,Chetek-Weyerhaeuser Area School District,2016,989.0,16324000,15294000,15464.105156723963
13861,Wisconsin,Cumberland School District,2016,965.0,12874000,11530000,11948.18652849741
13862,Wisconsin,Prairie Farm Village Joint School District,2016,370.0,5316000,5824000,15740.54054054054
13863,Wisconsin,Turtle Lake School District,2016,431.0,6821000,6554000,15206.496519721577
13864,Wisconsin,Rice Lake Area School District,2016,2243.0,30120000,30844000,13751.22603655818
13865,Wisconsin,Bayfield School District,2016,378.0,9981000,9708000,25682.539682539682
13866,Wisconsin,Drummond Joint School District 1,2016,385.0,6660000,5852000,15200.0
13867,Wisconsin,South Shore School District,2016,156.0,4112000,3840000,24615.384615384617
13868,Wisconsin,Washburn School District,2016,578.0,8062000,8019000,13873.702422145328
13869,Wisconsin,Ashwaubenon School District,2016,3298.0,36851000,35477000,10757.12553062462
13870,Wisconsin,Denmark Village Joint School District,2016,1524.0,18203000,16575000,10875.984251968504
13871,Wisconsin,Pulaski Community School District,2016,3681.0,46837000,47632000,12939.961966856832
13872,Wisconsin,West De Pere School District,2016,3365.0,43043000,39321000,11685.289747399704
13873,Wisconsin,Wrightstown School District,2016,1321.0,15741000,14283000,10812.26343679031
13874,Wisconsin,De Pere School District,2016,4276.0,51972000,47202000,11038.821328344247
13875,Wisconsin,Green Bay School District,2016,20953.0,280376000,296066000,14130.005249844891
13876,Wisconsin,Howard Suamico School District,2016,6081.0,75236000,75193000,12365.23598092419
13877,Wisconsin,Alma School District,2016,254.0,4110000,5679000,22358.267716535433
13878,Wisconsin,Cochrane-Fountain City School District,2016,656.0,8732000,7818000,11917.682926829268
13879,Wisconsin,Gilmanton School District,2016,159.0,2644000,2697000,16962.264150943396
13880,Wisconsin,Mondovi School District,2016,914.0,12410000,11669000,12766.958424507658
13881,Wisconsin,Grantsburg School District,2016,1412.0,14581000,14580000,10325.779036827196
13882,Wisconsin,Siren School District,2016,466.0,7749000,6840000,14678.111587982832
13883,Wisconsin,Webster School District,2016,664.0,10161000,9392000,14144.578313253012
